Season,Team,Game Date,Start Time,Location,Opponent,Outcome,Game Length,Team Score,Opponent Score,Wins,Losses,Win/Loss Streak
2023,CHI,"Wed, Nov 23, 2022",8:00p,Away,Milwaukee Bucks,Win,Normal,118,113,8,10,W 2
2023,CHI,"Fri, Nov 25, 2022",8:00p,Away,Oklahoma City Thunder,Loss,Overtime,119,123,8,11,L 1
2023,CHI,"Mon, Nov 28, 2022",9:00p,Away,Utah Jazz,Win,Normal,114,107,9,11,W 1
2023,CHI,"Wed, Nov 30, 2022",9:00p,Away,Phoenix Suns,Loss,Normal,113,132,9,12,L 1
2023,CHI,"Fri, Dec 2, 2022",10:00p,Away,Golden State Warriors,Loss,Normal,111,119,9,13,L 2
2023,CHI,"Sun, Dec 4, 2022",6:00p,Away,Sacramento Kings,Loss,Normal,101,110,9,14,L 3
2023,CHI,"Wed, Dec 7, 2022",8:00p,Home,Washington Wizards,Win,Normal,115,111,10,14,W 1
2023,CHI,"Sat, Dec 10, 2022",8:00p,Home,Dallas Mavericks,Win,Normal,144,115,11,14,W 2
2023,CHI,"Sun, Dec 11, 2022",6:30p,Away,Atlanta Hawks,Loss,Overtime,122,123,11,15,L 1
2023,CHI,"Wed, Dec 14, 2022",7:30p,Home,New York Knicks,Loss,Overtime,120,128,11,16,L 2
2023,CHI,"Fri, Dec 16, 2022",8:00p,Home,New York Knicks,Loss,Normal,91,114,11,17,L 3
2023,CHI,"Sun, Dec 18, 2022",7:00p,Away,Minnesota Timberwolves,Loss,Normal,126,150,11,18,L 4
2023,CHI,"Tue, Dec 20, 2022",7:30p,Away,Miami Heat,Win,Normal,113,103,12,18,W 1
2023,CHI,"Wed, Dec 21, 2022",7:30p,Away,Atlanta Hawks,Win,Normal,110,108,13,18,W 2
2023,CHI,"Fri, Dec 23, 2022",7:30p,Away,New York Knicks,Win,Normal,118,117,14,18,W 3
2023,CHI,"Mon, Dec 26, 2022",8:00p,Home,Houston Rockets,Loss,Normal,118,133,14,19,L 1
2023,CHI,"Wed, Dec 28, 2022",8:00p,Home,Milwaukee Bucks,Win,Overtime,119,113,15,19,W 1
2023,CHI,"Fri, Dec 30, 2022",8:00p,Home,Detroit Pistons,Win,Normal,132,118,16,19,W 2
